Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-109704,"PI3K Cascade",0,58,3,114,0.003988447256223353,0.628142666490765,0.628142666490765,3,6,4.439183190292986E-4,9606,Homo sapiens,"","",P12814;P20073;P05556,18348;16618,"R-HSA-109699;R-HSA-109701;R-HSA-109700"
R-HSA-176814,"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins",0,77,3,100,0.00529500756429652,0.628142666490765,0.628142666490765,3,15,0.0011097957975732466,9606,Homo sapiens,"","",P49768;P05067;P21796,P53350;P06493,"R-HSA-174119;R-HSA-174255;R-HSA-174157"
R-HSA-9020956,"Interleukin-27 signaling",0,13,3,164,8.939623160500619E-4,0.632437376556186,0.632437376556186,5,20,0.001479727730097662,9606,Homo sapiens,"","",P16615;P30626;P21796,P40763;P27824,"R-HSA-8950441;R-HSA-8950398;R-HSA-8950782;R-HSA-8950387;R-HSA-8950518"
R-HSA-69541,"Stabilization of p53",0,59,1,121,0.0040572135882272035,0.632437376556186,0.632437376556186,2,15,0.0011097957975732466,9606,Homo sapiens,"","",Q92736,Q00987,"R-HSA-6804741;R-HSA-6804955"
R-HSA-352230,"Amino acid transport across the plasma membrane",0,68,2,105,0.004676110576261862,0.632437376556186,0.632437376556186,2,36,0.0026635099141757916,9606,Homo sapiens,"","",Q13586;P05067,P30825;Q7Z2H8,"R-HSA-375776;R-HSA-375417"
R-HSA-180292,"GAB1 signalosome",0,23,5,158,0.001581625636088571,0.6345662431638797,0.6345662431638797,4,11,8.138502515537141E-4,9606,Homo sapiens,"","",P12814;Q03135;P20073;P06241;P05556,18348;16618;Q06124;Q9NWQ8,"R-HSA-177939;R-HSA-177926;R-HSA-179467;R-HSA-177944"
R-HSA-181430,"Norepinephrine Neurotransmitter Release Cycle",1,30,2,147,0.0020629899601155273,0.6345662431638797,0.6345662431638797,2,6,4.439183190292986E-4,9606,Homo sapiens,"Q16623","Q16623",P26678;Q16623,P60880;Q16623,"R-HSA-374899;R-HSA-374922"
R-HSA-175474,"Assembly Of The HIV Virion",0,27,2,150,0.0018566909641039746,0.6345662431638797,0.6345662431638797,5,16,0.0011837821840781297,9606,Homo sapiens,"","",P16615;P05067,P09958;P04578;P62937,"R-HSA-171291;R-HSA-171288;R-HSA-174494;R-HSA-3149454;R-HSA-174493"
R-HSA-8866376,"Reelin signalling pathway",1,7,2,168,4.813643240269564E-4,0.6345662431638797,0.6345662431638797,1,4,2.959455460195324E-4,9606,Homo sapiens,"P06241","P06241",P06241;P05067,P06241,"R-HSA-8855237"
R-HSA-8934593,"Regulation of RUNX1 Expression and Activity",0,32,3,148,0.002200522624123229,0.6345662431638797,0.6345662431638797,4,19,0.0014057413435927789,9606,Homo sapiens,"","",P12814;Q03135;P06241,P12931;Q06124,"R-HSA-8937728;R-HSA-8937744;R-HSA-8937682;R-HSA-8937767"
R-HSA-351906,"Apoptotic cleavage of cell adhesion  proteins",0,11,2,165,7.564296520423601E-4,0.6345662431638797,0.6345662431638797,2,10,7.39863865048831E-4,9606,Homo sapiens,"","",P17612;P17302,Q07157;P12830,"R-HSA-202939;R-HSA-351913"
R-HSA-211000,"Gene Silencing by RNA",0,120,1,62,0.00825195984046211,0.6345662431638797,0.6345662431638797,1,40,0.002959455460195324,9606,Homo sapiens,"","",P35609,P03950,"R-HSA-9708327"
R-HSA-6783783,"Interleukin-10 signaling",0,86,1,93,0.005913904552331178,0.6366828777746623,0.6366828777746623,3,15,0.0011097957975732466,9606,Homo sapiens,"","",P30626,P40763,"R-HSA-6784791;R-HSA-6784323;R-HSA-6784765"
R-HSA-1266695,"Interleukin-7 signaling",0,31,1,150,0.0021317562921193784,0.6366828777746623,0.6366828777746623,2,26,0.0019236460491269607,9606,Homo sapiens,"","",P30626,P40763,"R-HSA-8983077;R-HSA-8983078"
R-HSA-8866654,"E3 ubiquitin ligases ubiquitinate target proteins",0,61,1,123,0.004194746252234906,0.6366828777746623,0.6366828777746623,1,16,0.0011837821840781297,9606,Homo sapiens,"","",P0DP23;P0DP25;P0DP24,P61088,"R-HSA-8938815"
R-HSA-9603381,"Activated NTRK3 signals through PI3K",0,10,5,168,6.876633200385092E-4,0.6387873501073278,0.6387873501073278,3,5,3.699319325244155E-4,9606,Homo sapiens,"","",P62258;P12814;P20073;P06241;P05556,18348;16618;P12931;P35568,"R-HSA-9603445;R-HSA-9603419;R-HSA-9603437"
R-HSA-69205,"G1/S-Specific Transcription",0,43,2,138,0.002956952276165589,0.6387873501073278,0.6387873501073278,2,28,0.0020716188221367266,9606,Homo sapiens,"","",P05067;P21796,P04183;P06493,"R-HSA-8961934;R-HSA-8962039"
R-HSA-5663213,"RHO GTPases Activate WASPs and WAVEs",0,41,4,144,0.0028194196121578874,0.6408797294865014,0.6408797294865014,3,10,7.39863865048831E-4,9606,Homo sapiens,"","",P62258;P12814;P20073;P05556,18348;16618;P00519,"R-HSA-2130194;R-HSA-2029465;R-HSA-442586"
R-HSA-6804759,"Regulation of TP53 Activity through Association with Co-factors",0,17,1,162,0.0011690276440654655,0.6408797294865014,0.6408797294865014,1,11,8.138502515537141E-4,9606,Homo sapiens,"","",Q13557,Q8N9N5,"R-HSA-3221982"
R-HSA-111471,"Apoptotic factor-mediated response",0,23,2,164,0.001581625636088571,0.6429600848448589,0.6429600848448589,2,28,0.0020716188221367266,9606,Homo sapiens,"","",P06241;P05067,P99999,"R-HSA-114284;R-HSA-114254"
R-HSA-5205647,"Mitophagy",1,31,3,160,0.0021317562921193784,0.6450284847253057,0.6450284847253057,8,15,0.0011097957975732466,9606,Homo sapiens,"P21796","P21796",P62258;P05067;P21796,Q13501;Q9BXM7;P21796,"R-HSA-5205663;R-HSA-5205661;R-HSA-5205673;R-HSA-5205672;R-HSA-5205652;R-HSA-5205682;R-HSA-5205649;R-HSA-5205681"
R-HSA-196791,"Vitamin D (calciferol) metabolism",0,22,1,159,0.0015128593040847202,0.6450284847253057,0.6450284847253057,1,19,0.0014057413435927789,9606,Homo sapiens,"","",P05067,Q8N2W9,"R-HSA-4546387"
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",8,725,8,865,0.04985559070279191,0.6468875425646492,0.6468875425646492,40,212,0.015685113939035218,9606,Homo sapiens,"P17302;P05556;O60610;P0DP23;P17252;P12814;Q03135;P62258","P17302;P05556;O60610;P0DP23;P17252;P12814;Q03135;P62258",Q14957;P62258;P12814;P20073;P05067;P06241;P05556;P17252,P05556;18348;Q13526;O94844;Q16512;16618;P78352;P12931;P00519,"R-HSA-5666070;R-HSA-5671763;R-HSA-2029465;R-HSA-75016;R-HSA-9018758;R-HSA-9013145;R-HSA-9626816;R-HSA-5665989;R-HSA-9626817;R-HSA-5671749;R-HSA-9726848;R-HSA-9693125;R-HSA-5666049;R-HSA-9013009;R-HSA-9696266;R-HSA-9696271;R-HSA-442586;R-HSA-9693198;R-HSA-5626507;R-HSA-9014294;R-HSA-9018774;R-HSA-9696268;R-HSA-5626549;R-HSA-5625717;R-HSA-445797;R-HSA-5668978;R-HSA-5665982;R-HSA-9013024;R-HSA-9018787;R-HSA-9017507;R-HSA-9013157;R-HSA-9690493;R-HSA-5671993;R-HSA-5671737;R-HSA-9013158;R-HSA-9018808;R-HSA-2130194;R-HSA-9018746;R-HSA-9014449;R-HSA-9013110"
R-HSA-9613354,"Lipophagy",0,12,1,171,8.25195984046211E-4,0.6470849972831917,0.6470849972831917,1,5,3.699319325244155E-4,9606,Homo sapiens,"","",P05067,P11142,"R-HSA-9613352"
R-HSA-2559585,"Oncogene Induced Senescence",0,42,2,153,0.0028881859441617385,0.6470849972831917,0.6470849972831917,3,19,0.0014057413435927789,9606,Homo sapiens,"","",P17612;Q03135,P15036;P41134,"R-HSA-8979082;R-HSA-3209179;R-HSA-3209165"
R-HSA-1483249,"Inositol phosphate metabolism",1,90,2,92,0.006188969880346582,0.6470849972831917,0.6470849972831917,4,71,0.0052530334418467006,9606,Homo sapiens,"P0DP23","P0DP23",P12814;P20073,18348,"R-HSA-1855214;R-HSA-1855177;R-HSA-1855221;R-HSA-1855153"
R-HSA-210990,"PECAM1 interactions",1,14,1,171,9.627286480539128E-4,0.6491296902884703,0.6491296902884703,4,7,5.179047055341817E-4,9606,Homo sapiens,"P06241","P06241",Q03135,P19174;P29350;Q06124,"R-HSA-210291;R-HSA-210294;R-HSA-210277;R-HSA-210283"
R-HSA-5368286,"Mitochondrial translation initiation",0,96,1,86,0.006601567872369688,0.6491296902884703,0.6491296902884703,2,4,2.959455460195324E-4,9606,Homo sapiens,"","",P26678,Q9H2K0,"R-HSA-5368279;R-HSA-5389839"
R-HSA-9707587,"Regulation of HMOX1 expression and activity",0,75,3,110,0.005157474900288819,0.6491296902884703,0.6491296902884703,3,19,0.0014057413435927789,9606,Homo sapiens,"","",P06241;P05067;Q16623,Q05655;P09601,"R-HSA-8932284;R-HSA-9708536;R-HSA-9708457"
R-HSA-167172,"Transcription of the HIV genome",0,81,1,110,0.005570072892311924,0.6491296902884703,0.6491296902884703,3,47,0.0034773601657295057,9606,Homo sapiens,"","",P05067,Q00403,"R-HSA-167474;R-HSA-167477;R-HSA-167113"
R-HSA-390466,"Chaperonin-mediated protein folding",0,96,1,87,0.006601567872369688,0.6491296902884703,0.6491296902884703,1,19,0.0014057413435927789,9606,Homo sapiens,"","",P05067,P60709,"R-HSA-390453"
R-HSA-212676,"Dopamine Neurotransmitter Release Cycle",1,28,4,158,0.0019254572961078255,0.6511626311278453,0.6511626311278453,3,5,3.699319325244155E-4,9606,Homo sapiens,"Q16623","Q16623",P26678;P49768;P05067;Q16623,P60880;Q16623;Q02410,"R-HSA-380869;R-HSA-5336443;R-HSA-380574"
R-HSA-210500,"Glutamate Neurotransmitter Release Cycle",1,32,2,154,0.002200522624123229,0.6531838868069498,0.6531838868069498,2,8,5.918910920390648E-4,9606,Homo sapiens,"Q16623","Q16623",P26678;Q16623,P60880;Q16623,"R-HSA-210426;R-HSA-210430"
R-HSA-193639,"p75NTR signals via NF-kB",0,19,1,174,0.0013065603080731675,0.6531838868069498,0.6531838868069498,1,13,9.618230245634804E-4,9606,Homo sapiens,"","",P05067,Q13501,"R-HSA-193694"
R-HSA-5655291,"Signaling by FGFR4 in disease",0,18,4,171,0.0012377939760693166,0.6551935239524688,0.6551935239524688,3,15,0.0011097957975732466,9606,Homo sapiens,"","",P12814;Q03135;P20073;P05556,18348;P19174;16618,"R-HSA-5655235;R-HSA-5655313;R-HSA-5655336"
R-HSA-4085377,"SUMOylation of SUMOylation proteins",0,39,1,149,0.0026818869481501856,0.6551935239524688,0.6551935239524688,1,5,3.699319325244155E-4,9606,Homo sapiens,"","",P05067,Q8N2W9,"R-HSA-3968362"
R-HSA-8963899,"Plasma lipoprotein remodeling",0,54,3,137,0.0037133819282079493,0.6551935239524688,0.6551935239524688,5,30,0.002219591595146493,9606,Homo sapiens,"","",P05067;P05067;P05556,Q9BY76;P02647;P02649,"R-HSA-174739;R-HSA-6784676;R-HSA-6784628;R-HSA-264695;R-HSA-266303"
R-HSA-4411364,"Binding of TCF/LEF:CTNNB1 to target gene promoters",0,10,3,176,6.876633200385092E-4,0.6571916088142504,0.6571916088142504,1,4,2.959455460195324E-4,9606,Homo sapiens,"","",P16615;O00499;O00499,P01106,"R-HSA-4411357"
R-HSA-8863795,"Downregulation of ERBB2 signaling",0,36,2,153,0.002475587952138633,0.6571916088142504,0.6571916088142504,1,14,0.0010358094110683633,9606,Homo sapiens,"","",P17612;P06241,Q9UNE7,"R-HSA-1918092"
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",2,50,8,360,0.0034383166001925457,0.6581084937972845,0.6581084937972845,12,38,0.0028114826871855577,9606,Homo sapiens,"P17612;P06241","P17612;P06241",Q86VP3;P0DP23;P62258;P0DP25;P0DP24;Q03135;P05067;P06241;P05556;P17252,P17612;Q06124;P29353;P32927;P26951;P22681;P63104,"R-HSA-879917;R-HSA-879934;R-HSA-913451;R-HSA-912757;R-HSA-912629;R-HSA-912724;R-HSA-912727;R-HSA-912790;R-HSA-914022;R-HSA-879937;R-HSA-450074;R-HSA-912627"
R-HSA-2219530,"Constitutive Signaling by Aberrant PI3K in Cancer",1,96,3,90,0.006601567872369688,0.6591782072674494,0.6591782072674494,2,2,1.479727730097662E-4,9606,Homo sapiens,"P06241","P06241",P12814;P20073;P05556,18348;16618,"R-HSA-2394007;R-HSA-2400009"
R-HSA-432142,"Platelet sensitization by LDL",0,23,1,166,0.001581625636088571,0.6591782072674494,0.6591782072674494,2,9,6.658774785439479E-4,9606,Homo sapiens,"","",Q03135,P29350;Q06124,"R-HSA-210294;R-HSA-210277"
R-HSA-1839117,"Signaling by cytosolic FGFR1 fusion mutants",0,23,3,166,0.001581625636088571,0.6591782072674494,0.6591782072674494,2,14,0.0010358094110683633,9606,Homo sapiens,"","",P12814;P20073;P05556,18348;16618,"R-HSA-1839107;R-HSA-1839091"
R-HSA-71406,"Pyruvate metabolism and Citric Acid (TCA) cycle",1,97,5,93,0.006670334204373539,0.6591782072674494,0.6591782072674494,2,36,0.0026635099141757916,9606,Homo sapiens,"P21796","P21796",P05067;P49768;P62258;P05067;P21796,Q9BYZ2;P21796,"R-HSA-6807826;R-HSA-9012374"
R-HSA-5654710,"PI-3K cascade:FGFR3",0,24,3,166,0.001650391968092422,0.6611533848146133,0.6611533848146133,2,7,5.179047055341817E-4,9606,Homo sapiens,"","",P12814;P20073;P05556,18348;16618,"R-HSA-5654709;R-HSA-5654705"
R-HSA-2682334,"EPH-Ephrin signaling",4,101,6,703,0.0069453995323889425,0.6614107029222457,0.6614107029222457,30,56,0.004143237644273453,9606,Homo sapiens,"P14780;P06241;P49810;P49768","P14780;P06241;P49810;P49768",Q9UKS6;Q99828;P12814;Q03135;P20073;P05067,18348;P20936;O43639;O14672;O00401,"R-HSA-3928633;R-HSA-3928639;R-HSA-3928627;R-HSA-3928625;R-HSA-3928631;R-HSA-3928628;R-HSA-3928623;R-HSA-3928615;R-HSA-3928614;R-HSA-3928602;R-HSA-3928601;R-HSA-3928600;R-HSA-3928607;R-HSA-4093336;R-HSA-3928604;R-HSA-3928594;R-HSA-3928657;R-HSA-3928656;R-HSA-4093330;R-HSA-3928660;R-HSA-3928651;R-HSA-4093327;R-HSA-3928648;R-HSA-3928584;R-HSA-3928642;R-HSA-3928641;R-HSA-3928640;R-HSA-3928583;R-HSA-3928645;R-HSA-3928580"
R-HSA-5654720,"PI-3K cascade:FGFR4",0,25,3,166,0.0017191583000962728,0.6631172065877601,0.6631172065877601,2,7,5.179047055341817E-4,9606,Homo sapiens,"","",P12814;P20073;P05556,18348;16618,"R-HSA-5654717;R-HSA-5654714"
R-HSA-435354,"Zinc transporters",0,18,1,172,0.0012377939760693166,0.6631172065877601,0.6631172065877601,1,13,9.618230245634804E-4,9606,Homo sapiens,"","",P26678,Q8IWU4,"R-HSA-437136"
R-HSA-176408,"Regulation of APC/C activators between G1/S and early anaphase",0,83,2,122,0.005707605556319626,0.6631172065877601,0.6631172065877601,1,14,0.0010358094110683633,9606,Homo sapiens,"","",P49768;P05067,P53350,"R-HSA-174174"
R-HSA-5339562,"Uptake and actions of bacterial toxins",2,60,9,345,0.004125979920231055,0.6649718413306581,0.6649718413306581,21,66,0.004883101509322285,9606,Homo sapiens,"Q16623;P0DP23","Q16623;P0DP23",P17612;Q02790;P0DP23;P62258;P0DP25;P0DP24;Q03135;P05067;P06241;Q16623;P05556,P09958;P07900;P40136;P60880;P21926;P08238;Q8WUM4;Q02750;P36507;Q16881;P63027,"R-HSA-194818;R-HSA-5250962;R-HSA-5210892;R-HSA-5211340;R-HSA-5210923;R-HSA-9683546;R-HSA-194793;R-HSA-5210947;R-HSA-5228578;R-HSA-194796;R-HSA-5210912;R-HSA-5210943;R-HSA-5336417;R-HSA-194800;R-HSA-5211356;R-HSA-5336420;R-HSA-5211224;R-HSA-5210935;R-HSA-5250892;R-HSA-181567;R-HSA-5250606"
R-HSA-9028731,"Activated NTRK2 signals through FRS2 and FRS3",0,16,1,178,0.0011002613120616146,0.6650697373504845,0.6650697373504845,1,7,5.179047055341817E-4,9606,Homo sapiens,"","",Q03135,Q06124,"R-HSA-9031981"
R-HSA-9617629,"Regulation of FOXO transcriptional activity by acetylation",0,16,1,182,0.0011002613120616146,0.6650697373504845,0.6650697373504845,1,9,6.658774785439479E-4,9606,Homo sapiens,"","",P12814,P10599,"R-HSA-9617735"
R-HSA-8943724,"Regulation of PTEN gene transcription",0,70,2,124,0.004813643240269564,0.6670110415000111,0.6670110415000111,2,15,0.0011097957975732466,9606,Homo sapiens,"","",P05067;P21796,P05412;P15336,"R-HSA-8944397;R-HSA-8944047"
R-HSA-399997,"Acetylcholine regulates insulin secretion",1,19,2,174,0.0013065603080731675,0.6689411830692362,0.6689411830692362,3,7,5.179047055341817E-4,9606,Homo sapiens,"P17252","P17252",P12814;P20073,18348,"R-HSA-399998;R-HSA-400015;R-HSA-399978"
R-HSA-1295596,"Spry regulation of FGF signaling",0,19,5,176,0.0013065603080731675,0.6689411830692362,0.6689411830692362,4,11,8.138502515537141E-4,9606,Homo sapiens,"","",Q9UKS6;P62258;P11021;Q03135;P06241,O43597;Q06124;P22681;P15056,"R-HSA-1295622;R-HSA-1295621;R-HSA-1295604;R-HSA-1549564"
R-HSA-5654689,"PI-3K cascade:FGFR1",0,28,3,166,0.0019254572961078255,0.6689411830692362,0.6689411830692362,2,7,5.179047055341817E-4,9606,Homo sapiens,"","",P12814;P20073;P05556,18348;16618,"R-HSA-5654692;R-HSA-5654690"
R-HSA-9648025,"EML4 and NUDC in mitotic spindle formation",0,121,2,74,0.00832072617246596,0.6689411830692362,0.6689411830692362,1,5,3.699319325244155E-4,9606,Homo sapiens,"","",P49768;P05067,P53350,"R-HSA-156682"
R-HSA-2299718,"Condensation of Prophase Chromosomes",0,55,2,141,0.0037821482602118004,0.6708602257288,0.6708602257288,1,10,7.39863865048831E-4,9606,Homo sapiens,"","",P49768;P05067,P53350,"R-HSA-2294590"
R-HSA-8854050,"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis",0,55,1,142,0.0037821482602118004,0.6727682327891052,0.6727682327891052,1,6,4.439183190292986E-4,9606,Homo sapiens,"","",P49768,P63208,"R-HSA-8854052"
R-HSA-2426168,"Activation of gene expression by SREBF (SREBP)",0,71,1,128,0.004882409572273415,0.6727682327891052,0.6727682327891052,1,42,0.0031074282332050904,9606,Homo sapiens,"","",Q99828,P48449,"R-HSA-1655828"
R-HSA-5654695,"PI-3K cascade:FGFR2",0,31,3,166,0.0021317562921193784,0.6746652672023252,0.6746652672023252,2,7,5.179047055341817E-4,9606,Homo sapiens,"","",P12814;P20073;P05556,18348;16618,"R-HSA-5654701;R-HSA-5654697"
R-HSA-69481,"G2/M Checkpoints",1,154,1,56,0.01059001512859304,0.6746652672023252,0.6746652672023252,2,24,0.0017756732761171944,9606,Homo sapiens,"P62258","P62258",P62258,P30304,"R-HSA-69604;R-HSA-75016"
R-HSA-6804760,"Regulation of TP53 Activity through Methylation",0,23,3,176,0.001581625636088571,0.6765513915644416,0.6765513915644416,4,12,8.878366380585972E-4,9606,Homo sapiens,"","",Q13557;Q08289;Q13557,Q8N0Z6;O14744,"R-HSA-6804229;R-HSA-6804276;R-HSA-6804379;R-HSA-6804266"
R-HSA-2500257,"Resolution of Sister Chromatid Cohesion",0,134,2,68,0.009214688488516023,0.6765513915644416,0.6765513915644416,2,8,5.918910920390648E-4,9606,Homo sapiens,"","",P49768;P05067,P53350,"R-HSA-2466068;R-HSA-1638803"
R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",0,43,1,156,0.002956952276165589,0.6765513915644416,0.6765513915644416,1,20,0.001479727730097662,9606,Homo sapiens,"","",Q14957,Q07869,"R-HSA-879724"
R-HSA-9013148,"CDC42 GTPase cycle",1,163,0,35,0.011208912116627699,0.6784266681172295,0.6784266681172295,2,6,4.439183190292986E-4,9606,Homo sapiens,"Q03135","",,,"R-HSA-9013157;R-HSA-9013158"
R-HSA-6807047,"Cholesterol biosynthesis via desmosterol",0,14,2,183,9.627286480539128E-4,0.6784266681172295,0.6784266681172295,1,4,2.959455460195324E-4,9606,Homo sapiens,"","",P49768;P05067,Q15392,"R-HSA-196417"
R-HSA-6807062,"Cholesterol biosynthesis via lathosterol",0,14,2,183,9.627286480539128E-4,0.6784266681172295,0.6784266681172295,1,4,2.959455460195324E-4,9606,Homo sapiens,"","",P49768;P05067,Q15392,"R-HSA-6807064"
R-HSA-2142753,"Arachidonic acid metabolism",1,165,0,32,0.0113464447806354,0.6784266681172295,0.6784266681172295,1,77,0.005696951760875999,9606,Homo sapiens,"P27169","",,,"R-HSA-8932633"
R-HSA-975957,"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",0,124,1,89,0.008527025168477514,0.6802911587502325,0.6802911587502325,1,5,3.699319325244155E-4,9606,Homo sapiens,"","",P05067,P11940,"R-HSA-927830"
R-HSA-927802,"Nonsense-Mediated Decay (NMD)",0,124,1,89,0.008527025168477514,0.6802911587502325,0.6802911587502325,1,6,4.439183190292986E-4,9606,Homo sapiens,"","",P05067,P11940,"R-HSA-927830"
R-HSA-9006335,"Signaling by Erythropoietin",0,35,4,169,0.002406821620134782,0.6802911587502325,0.6802911587502325,3,24,0.0017756732761171944,9606,Homo sapiens,"","",P12814;P20073;P05067;P05556,18348;16618;P29353,"R-HSA-9021627;R-HSA-9027274;R-HSA-9032478"
R-HSA-350054,"Notch-HLH transcription pathway",0,28,2,177,0.0019254572961078255,0.682144925002766,0.682144925002766,2,2,1.479727730097662E-4,9606,Homo sapiens,"","",Q14957;P11021,Q13573,"R-HSA-212356;R-HSA-350058"
R-HSA-8866911,"TFAP2 (AP-2) family regulates transcription of cell cycle factors",0,6,3,192,4.125979920231055E-4,0.682144925002766,0.682144925002766,1,4,2.959455460195324E-4,9606,Homo sapiens,"","",P16615;O00499;O00499,P01106,"R-HSA-8865265"
R-HSA-5357769,"Caspase activation via extrinsic apoptotic signalling pathway",0,32,2,181,0.002200522624123229,0.6839880280658654,0.6839880280658654,5,17,0.0012577685705830127,9606,Homo sapiens,"","",P35609;P05067,Q9UKG1;Q14790,"R-HSA-373717;R-HSA-3371360;R-HSA-141159;R-HSA-141156;R-HSA-73945"
R-HSA-5654706,"FRS-mediated FGFR3 signaling",0,27,1,178,0.0018566909641039746,0.68582052878425,0.68582052878425,1,9,6.658774785439479E-4,9606,Homo sapiens,"","",Q03135,Q06124,"R-HSA-5654633"
R-HSA-8876725,"Protein methylation",1,19,2,185,0.0013065603080731675,0.6876424876582496,0.6876424876582496,3,9,6.658774785439479E-4,9606,Homo sapiens,"P0DP23","P0DP23",P05067;Q14524,O60678;P11142,"R-HSA-8879123;R-HSA-8932221;R-HSA-6786205"
R-HSA-8941858,"Regulation of RUNX3 expression and activity",0,57,2,147,0.003919680924219502,0.6876424876582496,0.6876424876582496,3,9,6.658774785439479E-4,9606,Homo sapiens,"","",P12814;P06241,P12931,"R-HSA-8937807;R-HSA-8937792;R-HSA-8937814"
R-HSA-5654712,"FRS-mediated FGFR4 signaling",0,28,1,178,0.0019254572961078255,0.6876424876582496,0.6876424876582496,1,9,6.658774785439479E-4,9606,Homo sapiens,"","",Q03135,Q06124,"R-HSA-5654658"
R-HSA-8853338,"Signaling by FGFR3 point mutants in cancer",0,33,5,174,0.0022692889561270802,0.6894539648457636,0.6894539648457636,4,19,0.0014057413435927789,9606,Homo sapiens,"","",P05067;P12814;Q03135;P20073;P05556,18348;P19174;16618;28815,"R-HSA-2012074;R-HSA-5655247;R-HSA-5655244;R-HSA-5655289"
R-HSA-5655332,"Signaling by FGFR3 in disease",0,33,5,174,0.0022692889561270802,0.6894539648457636,0.6894539648457636,5,28,0.0020716188221367266,9606,Homo sapiens,"","",P05067;P12814;Q03135;P20073;P05556,18348;P19174;16618;28815,"R-HSA-2012074;R-HSA-5655247;R-HSA-5655244;R-HSA-8853323;R-HSA-5655289"
R-HSA-391251,"Protein folding",0,102,1,102,0.007014165864392794,0.6894539648457636,0.6894539648457636,1,28,0.0020716188221367266,9606,Homo sapiens,"","",P05067,P60709,"R-HSA-390453"
R-HSA-70326,"Glucose metabolism",1,140,0,68,0.009627286480539128,0.6894539648457636,0.6894539648457636,1,50,0.003699319325244155,9606,Homo sapiens,"P17612","",,,"R-HSA-163773"
R-HSA-9614657,"FOXO-mediated transcription of cell death genes",0,23,3,184,0.001581625636088571,0.6912550201641707,0.6912550201641707,2,15,0.0011097957975732466,9606,Homo sapiens,"","",Q9UKS6;P06241;P05067,P48023;Q9BXM7,"R-HSA-9621289;R-HSA-9614669"
R-HSA-6804114,"TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest",0,21,1,187,0.0014440929720808693,0.6912550201641707,0.6912550201641707,1,11,8.138502515537141E-4,9606,Homo sapiens,"","",Q14524,Q99873,"R-HSA-3215152"
R-HSA-8852276,"The role of GTSE1 in G2/M progression after G2 checkpoint",0,83,2,127,0.005707605556319626,0.6930457130922282,0.6930457130922282,2,10,7.39863865048831E-4,9606,Homo sapiens,"","",P49768;P05067,P53350,"R-HSA-8852324;R-HSA-8852317"
R-HSA-382556,"ABC-family proteins mediated transport",0,122,2,91,0.008389492504469812,0.6930457130922282,0.6930457130922282,4,27,0.0019976324356318436,9606,Homo sapiens,"","",P16615;P11021,P13569,"R-HSA-8866551;R-HSA-383190;R-HSA-8866851;R-HSA-5678863"
R-HSA-1839124,"FGFR1 mutant receptor activation",0,39,4,169,0.0026818869481501856,0.6930457130922282,0.6930457130922282,3,25,0.0018496596626220775,9606,Homo sapiens,"","",P05067;P12814;P20073;P05556,18348;16618;28815,"R-HSA-2023451;R-HSA-1839107;R-HSA-1839091"
R-HSA-5654693,"FRS-mediated FGFR1 signaling",0,31,1,178,0.0021317562921193784,0.6930457130922282,0.6930457130922282,1,9,6.658774785439479E-4,9606,Homo sapiens,"","",Q03135,Q06124,"R-HSA-5654584"
R-HSA-5654732,"Negative regulation of FGFR3 signaling",0,34,5,176,0.002338055288130931,0.6948261027719977,0.6948261027719977,4,14,0.0010358094110683633,9606,Homo sapiens,"","",Q9UKS6;P62258;P11021;Q03135;P06241,O43597;Q06124;P22681;P15056,"R-HSA-1295622;R-HSA-1295621;R-HSA-1295604;R-HSA-1549564"
R-HSA-399719,"Trafficking of AMPA receptors",2,37,3,383,0.002544354284142484,0.6963945751491756,0.6963945751491756,4,4,2.959455460195324E-4,9606,Homo sapiens,"P17252;Q13557","P17252;Q13557",P17612;Q13936;P11532,P24588;Q9NRD5,"R-HSA-416320;R-HSA-421007;R-HSA-416639;R-HSA-416985"
R-HSA-4641262,"Disassembly of the destruction complex and recruitment of AXIN to the membrane",1,33,2,182,0.0022692889561270802,0.6965962480107245,0.6965962480107245,2,7,5.179047055341817E-4,9606,Homo sapiens,"Q03135","Q03135",P17612;P05067,P49841,"R-HSA-5368596;R-HSA-5323526"
R-HSA-5654733,"Negative regulation of FGFR4 signaling",0,35,5,176,0.002406821620134782,0.6965962480107245,0.6965962480107245,4,14,0.0010358094110683633,9606,Homo sapiens,"","",Q9UKS6;P62258;P11021;Q03135;P06241,O43597;Q06124;P22681;P15056,"R-HSA-1295622;R-HSA-1295621;R-HSA-1295604;R-HSA-1549564"
